Tên Sản Phẩm,Giá,Thương Hiệu,Loại,Mã Sản Phẩm,Năm Đăng Ký,Dung Tích,Màu Sắc,Tình Trạng,Smartkey,Thông Tin Sản Phẩm
Airblade Fi 29T-050JF,28.300.000₫,Honda,Airbade,29T-050JF,2020 (đời 2011),110cc,Đỏ đen,Còn hàng,,"Honda Airblade Fi, form nhỏ, màu đỏ đen, dung tích 110cc. Hàng hiếm đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
PCX 30N-57JD,21.000.000₫,Honda,PCX,30N-57JD,2010,125cc,Nâu đen vàng,Còn hàng,,"Honda PCX, màu đen nâu vàng, dung tích 125cc. Sở hữu thiết kế mạnh mẽ, thể thao, hiện đại PCX đã chiếm được tình cảm mếm mộ đặc biệt của phái mạnh. Dòng xe này đặc biệt phù hợp với những khách hàng nam có cá tính mạnh mẽ, phong cách nổi bật. Nó tỏ ra có ưu điểm vượt trội khi chạy trên đường trường. Xe hình thức đẹp, khởi động nhẹ nhàng, vận hành ổn định, tiết kiệm nhiên liệu với hệ thống phun xăng điện tử làm mát bằng chất lỏng, hệ thống ngắt nhiên liệu tạm thời."
Vision 29P-760BH,29.600.000₫,Honda,Vision,29P-760BH,2019,110cc,Xanh nâu đen,Còn hàng,,"Honda Vision, màu xanh xanh nâu đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade Fi 30Z-43JG,19.800.000₫,Honda,Airblade,30Z-43JG,2010,110cc,Đen bạc,Còn hàng,,"Honda Airblade Fi, form nhỏ, màu đen bạc, dung tích 110cc. Hàng hiếm đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
SH nhập 29L-215BD,72.300.000₫,Honda,SH,29L-215BD,2017,150cc,Nâu,Còn hàng,,"Honda SH nhập, màu nâu, dung tích 150cc, xe đẹp xuất sắc, mới đi rất ít, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
SH nhập 30Z-37AJ,76.500.000₫,Honda,SH,30Z-37AJ,2009,125cc,Nâu,Còn hàng,,"Honda SH nhập, màu nâu, dung tích 150cc, xe đẹp xuất sắc, mới đi rất ít, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
SH CBS 29Y-530KH,78.500.000₫,Honda,SH,29Y-530KH,2021,125cc,Trắng đen,Còn hàng,,"Honda SH CBS, màu trắng đen, dung tích 125c, xe có khóa smartkey thông minh, an toàn, hiện đại,x đẹp xuất sắc, đi cực ít mới vài nghìn km. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Airblade 29N-119KF,16.600.000₫,Honda,Airblade,29N-119KF,2012,110cc,Đen bạc,Còn hàng,,"Honda Airblade, màu đen bạc, dung tích 110cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Lead 16S-38CD,11.000.000₫,Honda,Lead,16S-38CD,2010,110cc,Bạc,Còn hàng,,"Honda Lead, màu bạc đen, dung tích 110cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Airblade 29E-871BE,44.500.000₫,Honda,Airblade,29E-871BE,2022,125cc,Xanh đen,Còn hàng,,"Honda Airblade, khóa smartkey, màu xanh đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Airblade 29Y-540CK,46.000.000₫,Honda,Airblade,29Y-540CK,2021,150cc,Xanh đen,Còn hàng,,"Honda Airblade khóa smartkey, màu xanh đen, dung tích 150cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 98B-512HD,24.800.000₫,Honda,Vision,98B-512HD,2016,100cc,Trắng,Còn hàng,,"Honda Vision, màu trắng, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Zip 29F-164GB,11.300.000₫,Honda,Zip,29F-164GB,2013,100cc,Đỏ đen,Còn hàng,,"Piaggio Zip, màu đỏ, dung tích 100cc. Piaggio Zip là dòng xe tay ga tầm trung của Piaggio tại thị trường Việt Nam và nhắm tới đối tượng đa phần là phụ nữ bởi thiết kế nhỏ gọn cũng những đường cong mềm mại trên thân xe, phù hợp với chiều cao của phụ nữ Á đông, đang được giới trẻ rất ưa chuộng. Zip nổi bạt với kiểu yên xe mai rùa với phần yên cho người ngồi sau hơi gồ lên và thoai thoải tròn về 2 bên thành xe. Điều này khiến Zip chở nên gọn gàng và phù hợp với việc di chuyển trong đô thị."
Dream Thái 29L-46GD,23.300.000₫,Honda,Dream,29L-46GD,1998,100cc,Nâu,Còn hàng,,"Honda Dream Thái, màu nâu, dung tích 100cc. Hàng hiếm đẹp xuất sắc, xe có hình thức đẹp lung linh, máy chất, êm, chạy khoẻ, xăng đi 2,2L/100km. Đây là một trong những dòng xe hot nhất của giới trẻ hiện nay. Xe đa dụng, phù hợp với nhiều thế hệ người tiêu dùng bởi tính mạnh mẽ, bền bỉ và tiết kiệm nhiên liệu."
Wave A 29P-15AG,15.500.000₫,Honda,Airbade,29P-15AG,2007,100cc,Xanh,Còn hàng,,"Honda Wave A, màu xanh, dung tích 100cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
Dream 18P-63JF,19.900.000₫,Honda,Dream,18P-63JF,2007,100cc,Nâu,Còn hàng,,"Honda Dream, màu nâu, dung tích 100cc. Hàng hiếm đẹp xuất sắc, xe có hình thức đẹp lung linh, máy chất, êm, chạy khoẻ, xăng đi 2,2L/100km. Đây là một trong những dòng xe hot nhất của giới trẻ hiện nay. Xe đa dụng, phù hợp với nhiều thế hệ người tiêu dùng bởi tính mạnh mẽ, bền bỉ và tiết kiệm nhiên liệu."
Airblade 29F-315AF,12.900.000₫,Honda,Airblade,29F-315AF,2009,110cc,Trắng đen,Còn hàng,,"Honda Airblade, form nhỏ, màu trắng đen, dung tích 110cc. Hàng hiếm đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Lead 30Z-25JC,13.300.000₫,Honda,Lead,30Z-25JC,2009,110cc,Vàng đen,Còn hàng,,"Honda Lead, màu vàng đen, dung tích 110cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
SH Mode 29B-105KC,58.500.000₫,Honda,SH Mode,29B-105KC,2021,125cc,Đỏ đen,Còn hàng,,"Honda SH Mode, khóa smartkey, màu đỏ đen, dung tích 125cc. Xe đẹp xuất sắc, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Wave A 29N-242GG,13.500.000₫,Honda,Wave A,29N-242GG,2013,100cc,Trắng đen,Còn hàng,,"Honda Wave A, màu trắng bạc đen, dung tích 100cc. Xe có thiết kế nhỏ gọn, chắc chắn, đi đầm, máy êm, chạy bốc, di chuyển ổn định ở tốc độ cao. Ngoài ra xe còn được yêu thích bởi tính bền bỉ, tiết kiệm nhiên liệu và rất ít khi hỏng vặt. Xe tỏ ra có ưu điểm vượt trội khi đi trong các ngõ nhỏ, phố nhỏ, đường đô thị chật hẹp, nhiều lối rẽ."
SH Mode 29H-440BG,37.300.000₫,Honda,SH Mode,29H-440BG,2013,125cc,Đỏ,Còn hàng,,"Honda SH Mode, màu đỏ đen, dung tích 125cc. Xe đẹp xuất sắc, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
SH nhập 29H-200GJ,129.000.000₫,Honda,SH,29H-200GJ,2012,125cc,Nâu xám,Còn hàng,,"Honda SH nhập, màu nâu xám, dung tích 125cc, xe đẹp xuất sắc, mới đi rất ít, không một lỗi nhỏ. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Lead 29C-410FC,26.500.000₫,Honda,Lead,29C-410FC,2017 (đời 2014),125cc,Đen,Còn hàng,,"Honda Lead, màu đen, dung tích 125cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
Airblade 29V-250KF,26.300.000₫,Honda,Airblade,29V-250KF,2015,125cc,Vàng đen,Còn hàng,,"Honda Airblade, màu vàng đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Airblade 29X-369HG,23.300.000₫,Honda,Airblade,29X-369HG,2020 (đời 2014),125cc,Đen vàng,Còn hàng,,"Honda Airblade, màu vàng đen, dung tích 125cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Vision 36B-301EB,32.300.000₫,Honda,Vision,36B-301EB,2021,110cc,Xanh,Còn hàng,,"Honda Vision, màu xanh đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Vision 24B-932CG,35.000.000₫,Honda,Vision,24B-932CG,2021,110cc,Xanh đen,Còn hàng,,"Honda Vision, màu xanh đen, dung tích 110cc, xe đẹp lung linh, không một lỗi nhỏ. Đây là dòng xe ga có thiết kế nhỏ nhắn, nhẹ nhàng. Kiểu dáng trẻ trung, thanh lịch. Xe phù hợp với các bạn nữ có vóc dáng mi nhon, chiều cao vừa phải. Ưu điểm nổi bật của dòng xe này là máy khoẻ, chạy êm, di chuyển ổn định ở tốc độ cao."
Airblade ABS 22B-489AG,42.800.000₫,Honda,Airbade,22B-489AG,2020,150cc,Xanh đen bạc,Còn hàng,,"Honda Airblade ABS 150cc, khóa smartkey, màu xanh đen bạc, dung tích 160cc, xe đẹp đi rất ít. Hàng hiếm xe đẹp xuất sắc so với các xe cùng đời. Airblade là kiểu xe tay ga hiện đại rất được ưa chuộng, mạnh mẽ rất an toàn cho người sử dụng. Air Blade được đánh giá là một bước đột phá trong thiết kế hiện đại của dòng xe tay ga với các ưu điểm nổi trội về công nghệ tiên tiến. Xăng chạy 2,2L/100km."
Winner 17B-347CF,20.300.000₫,Honda,Winner,17B-347CF,2018,150cc,Đen,Còn hàng,,"Honda Winner, dung tích 150cc, màu đen. Xe đẹp xuất sắc, xe đẹp xuất sắc, không một lỗi nhỏ. Xe được Honda trang bị động cơ PGM-FI, 4 kỳ, DOHC, xi-lanh đơn, dung tích 149,1cc, làm mát bằng dung dịch kết hợp hộp số 6 cấp, giúp sản sinh công suất tối đa 15,4 mã lực tại 9.000 vòng/phút, mô-men xoắn cực đại 13.5 Nm tại 6.500 vòng/phút."
SH ABS 29E-307GC,82.000.000₫,Honda,SH,29E-307GC,2018 (đời 2017),150cc,Xanh đen,Còn hàng,,"Honda SH ABS, màu xanh đen, dung tích 150cc, xe có khóa smartkey thông minh, an toàn, hiện đại,x đẹp xuất sắc, đi cực ít mới vài nghìn km. SH là dòng xe tay ga cao cấp của hãng xe máy nổi tiếng Honda. Với động cơ cực khóe, tiết kiệm nhiên liệu, thêm vào đó là thiết kế tạo cho người lái dáng ngồi sang trong SH đã nhanh chóng giành được sự “ưu ái” của những khách hàng có kinh tế ổn định, khá giả."
Lead 37B-436HF,12.800.000₫,Honda,Lead,37B-436HF,2011,110cc,Trắng đen,Còn hàng,,"Honda Lead, màu trắng đen, dung tích 110cc. Lead là một trong những dòng xe đa dụng, phù hợp với thị hiếu của nhiều người tiêu dùng. Xe được thiết kế đặc biệt tiện dụng dành cho các bạn nữ. Với cốp rộng để nhiều vật dụng tiện lợi. Xe đi bốc, chạy khoẻ, máy êm, tiết kiệm nhiên liệu. Xăng chạy khoảng 1.8L/100Km."
